1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
3014710265;3055350225;3107917777;3172611908;3237693548;3304179974;3373790399;3443057901;3513074151;3587236940;3662133694;3739381339;3815453389;3890622432;3966472859;4040569076;4112778663;4184782729;4258002941;4333089655;4408956174;4486834726;4567660104;4649246993;4730579720;4813460048;4898854126;4986401638;5074881976;5163328985;5261061501;5348706782;5432708619;5517574906;5601498139;5686274984;5769030141;5851471617;5932976778;6013276244;6092935834;6172120908;6251068953;6330123446;6409734721;6489880308;6570808566;6652228521;6734892910;6817522232;6899808880;6980830785;7060481779;7144336011;7228950396;7313743812;7399218301;7484025095;7567243296;
